Song Name,Singer Name,Youtube urls,Emotions
I Want Your Sex,George Michael,https://www.youtube.com/watch?v=vldh7oQD-a4,"Crossover, Pop, Lust, Confusion, Faith, Elation, Love"
Notorious,Duran Duran,https://www.youtube.com/watch?v=6AeRtYEtRX8,No specific emotions found.
Only in My Dreams,Debbie Gibson,https://www.youtube.com/watch?v=4T1t5OFOYDU,"Success, Pop, House, Love, Dance-pop"
(I've Had) The Time of My Life,"Bill Medley,Jennifer Warnes,",https://www.youtube.com/watch?v=6eyCDj1s4NI,"Soul, Success, Pop, Reluctance"
The Next Time I Fall,"Peter Cetera,Amy Grant,",https://www.youtube.com/watch?v=c-ENYuomYzA,"Crossover, Pop, Fun, Hope, Love, Anger"
Lean on Me,Club Nouveau,https://www.youtube.com/watch?v=Ho3uktaR--E,No specific emotions found.
Open Your Heart,Madonna,https://www.youtube.com/watch?v=snsTmi9N9Gs,No specific emotions found.
Lost in Emotion,Lisa Lisa and Cult Jam,https://www.youtube.com/watch?v=If8by9Df4wM,"Love, Urban, Pop, Fun"
(I Just) Died In Your Arms,Cutting Crew,https://www.youtube.com/watch?v=D_zJwAXD2Tk,"Pop, Rock, Morning, House, Harmony, Guilt, Satisfaction"
Heart and Soul,T'Pau,https://www.youtube.com/watch?v=SwrYMWoqg5w,Soul
You Keep Me Hangin' On,Kim Wilde,https://www.youtube.com/watch?v=433aHgCBmeU,"Funk, Success, Pop, Psychedelic rock, Rock, Disco, House, Folk, Fun, Desperation, Gospel, Urban, Blues, Love, Country"
Keep Your Hands to Yourself,Georgia Satellites,https://www.youtube.com/watch?v=-Y7iYkLRJJY,"Rock, Wonder, Blues"
I Knew You Were Waiting (For Me),"Aretha Franklin,George Michael,",https://www.youtube.com/watch?v=fDxzQJaA228,"Joy, Ambition, Wonder, Pop"
Control,Janet Jackson,https://www.youtube.com/watch?v=LH8xbDGv7oY,No specific emotions found.
U Got the Look,Prince,https://www.youtube.com/watch?v=_jCuroTbqBI,"Funk, Rock, House, Fun, Love"
Somewhere Out There,"Linda Ronstadt,James Ingram,",https://www.youtube.com/watch?v=Smc5FHbZtG4,No specific emotions found.
Land of Confusion,Genesis,https://www.youtube.com/watch?v=Yq7FKO5DlV0,"Hopeful, Pop, Rock, Lust, Confusion, Heavy metal, Hope"
Jacob's Ladder,Huey Lewis and the News,https://www.youtube.com/watch?v=ojPUIjiaH_I,"Joy, Soul, Success, Morning, Awe, House, Fear, Connection, Believe, Inspiration, Classical"
Who's That Girl,Madonna,https://www.youtube.com/watch?v=r0qDBYiOBrc,No specific emotions found.
You Got It All,The Jets,https://www.youtube.com/watch?v=1a7dN52k_r0,No specific emotions found.
Touch Me (I Want Your Body),Samantha Fox,https://www.youtube.com/watch?v=W1btg3mpEOc,"Pleasure, Ambition, Success, Pop"
I Just Can't Stop Loving You,"Michael Jackson,Siedah Garrett,",https://www.youtube.com/watch?v=fKBiYBWRYDM,"Temptation, Success, Surprise, Love, Anger"
Causing a Commotion,Madonna,https://www.youtube.com/watch?v=a7Tuta8aOhs,"Celebration, Frustration, Success, Ambition, Harmony, Love, Elation, Admiration, Believe, Inspiration, Anger"
In Too Deep,Genesis,https://www.youtube.com/watch?v=qQIO3pBFfXI,No specific emotions found.
Let's Wait Awhile,Janet Jackson,https://www.youtube.com/watch?v=3Tr9cK27DOA,"Hip-hop, Pop, Acoustic, Success, Rock, Fun, Innocence, Melody, Soul, Funk, Confusion, Celebration, Wonder, Courage, Elation, Love, Joy, Jazz, Anger"
Hip to Be Square,Huey Lewis and the News,https://www.youtube.com/watch?v=LB5YkmjalDg,"Pleasure, Melody, Pop, Fun, Metalcore, Love, Believe, Inspiration"
Will You Still Love Me?,Chicago,https://www.youtube.com/watch?v=d_l-st8Q1S0,Love
Faith,George Michael,https://www.youtube.com/watch?v=6Cs3Pvmmv0E,"Pop, Healing, Fun, Faith, Classical, Soul, Escape, Gospel, Devotion, Confidence, Loyalty, Intensity, Acceptance, Trust, Courage, House, Doubt, Abandonment, Growth, Strength, Elation, Believe, Love, Conflict, Unity, Serenity, Empathy, Peacefulness"
Need You Tonight,INXS,https://www.youtube.com/watch?v=F93ywiGMDnQ,"Rock, Blues"
Got My Mind Set on You,George Harrison,https://www.youtube.com/watch?v=_71w4UA2Oxo,"Rock, Country, Amusement, Fun"
Never Gonna Give You Up,Rick Astley,https://www.youtube.com/watch?v=ds8sVhxdvfA,"Devotion, Success, Pop, Fun"
Sweet Child o' Mine,Guns N' Roses,https://www.youtube.com/watch?v=1w7OgIMMRc4,"Success, Rock, Disco, House, Love, Melody, Inspiration, Urban"
So Emotional,Whitney Houston,https://www.youtube.com/watch?v=0YjSHbA6HQQ,"Rock, Bittersweet, Love, Joy"
Heaven Is a Place on Earth,Belinda Carlisle,https://www.youtube.com/watch?v=s3vTXkKReuw,"Joy, Escape, Pop, Acoustic, Fun, Love"
Could've Been,Tiffany,https://www.youtube.com/watch?v=s143JBZ_mUc,No specific emotions found.
Hands to Heaven,Breathe,https://www.youtube.com/watch?v=KC5InWPjtL8,"New wave, Jazz"
Roll with It,Steve Winwood,https://www.youtube.com/watch?v=u_vkKozA8OI,No specific emotions found.
One More Try,George Michael,https://www.youtube.com/watch?v=bG5N3GC-m20,No specific emotions found.
Wishing Well,Terence Trent D'Arby,https://www.youtube.com/watch?v=ynIHsHYaig0,Folk
Anything for You,Gloria Estefan and Miami Sound Machine,https://www.youtube.com/watch?v=4uLl8aA95zA,No specific emotions found.
The Flame,Cheap Trick,https://www.youtube.com/watch?v=muhFxXce6nA,No specific emotions found.
"Get Outta My Dreams, Get into My Car",Billy Ocean,https://www.youtube.com/watch?v=zNgcYGgtf8M,"Soul, Pop punk, Success, Pop, Heavy metal, Country"
Seasons Change,Exposé,https://www.youtube.com/watch?v=IeGIC2FnZGA,No specific emotions found.
Is This Love,Whitesnake,https://www.youtube.com/watch?v=GOJk0HW_hJw,Love
"Wild, Wild West",The Escape Club,https://www.youtube.com/watch?v=6vE5ewvxdfo,"Success, Pop, Hip-hop, Rock, Adventure, Faith, Defeat, Urban, Escape, Panic, Trust, Wonder, Betrayal, House, Connection, Love, Industrial, Playfulness, Restoration, Anger"
Pour Some Sugar on Me,Def Leppard,https://www.youtube.com/watch?v=0UIB9Y4OFPs,"Crossover, Success, Acoustic, Pop, Rock, Conflict, Morning, House, Love"
I'll Always Love You,Taylor Dayne,https://www.youtube.com/watch?v=0bGdnMnq40s,Love
Man in the Mirror,Michael Jackson,https://www.youtube.com/watch?v=ul-g8rLpMvo,"Zen, Pop, Rock, Gospel, Anger"
Shake Your Love,Debbie Gibson,https://www.youtube.com/watch?v=jv1YwsbIxDw,"Love, Success, Upbeat"
Simply Irresistible,Robert Palmer,https://www.youtube.com/watch?v=UrGw_cOgwa8,No specific emotions found.
Hold On to the Nights,Richard Marx,https://www.youtube.com/watch?v=LBmNTLxclXE,"Rock, Pop"
Hungry Eyes,Eric Carmen,https://www.youtube.com/watch?v=2ssCL292DQA,"Rock, Believe, Success"
Shattered Dreams,Johnny Hates Jazz,https://www.youtube.com/watch?v=ctwqa3QCwMw,"Hopeful, Success, Pop, Acoustic, Jazz, House, Hope, Elation, Believe"
Father Figure,George Michael,https://www.youtube.com/watch?v=m_9hfHvQSNo,"Identity, Fun, Strength, Fear, Guilt, Elation"
Naughty Girls (Need Love Too),Samantha Fox,https://www.youtube.com/watch?v=pXEN57rFnIM,"Hip-hop, Pop, House, Love, Melody"
A Groovy Kind of Love,Phil Collins,https://www.youtube.com/watch?v=HsC_SARyPzk,"Joy, Melody, Success, Pop, Wonder, Comfort, Disco, Rock, House, Upbeat, Love, Classical"
Love Bites,Def Leppard,https://www.youtube.com/watch?v=W4XiSFyYRE8,Love
Endless Summer Nights,Richard Marx,https://www.youtube.com/watch?v=1NvsMKYgCsM,"Soul, Pop, Rock, Jazz, Love"
Foolish Beat,Debbie Gibson,https://www.youtube.com/watch?v=qf8BoWKeHow,Regret
Where Do Broken Hearts Go,Whitney Houston,https://www.youtube.com/watch?v=wa3tfVjGCQ8,"Soul, Celebration, Crossover, Success, Pop, Hip-hop, Rock, Disco, House, Ambition, Hope, Indie, Love, Country"
Angel,Aerosmith,https://www.youtube.com/watch?v=CBTOGVb_cQg,"Pop, Journey, Disco, Fun, Faith, Classical, Soul, Lust, Adoration, Gospel, Wonder, Courage, Growth, Elation, Connection, Love, Believe, Sacrifice, Comfort, Morning, Agony, Anger"
A Hazy Shade of Winter,The Bangles,https://www.youtube.com/watch?v=TxrwImCJCqk,"Funk, Anger, Acoustic, Pop, Rock, Folk, Fun, Hope, Country"
The Way You Make Me Feel,Michael Jackson,https://www.youtube.com/watch?v=l2OC4BxjzLM,"Pleasure, Celebration, Zen, Anger, Pop, Surprise, House, Jazz, Fun, Blues, Upbeat, Love, Country"
"Don't Worry, Be Happy",Bobby McFerrin,https://www.youtube.com/watch?v=d-diB65scQU,"Pleasure, Wonder, Pop, Jazz, Reggae, Inspiration"
Make Me Lose Control,Eric Carmen,https://www.youtube.com/watch?v=fQlKa1IeZF8,No specific emotions found.
Red Red Wine,UB40,https://www.youtube.com/watch?v=zXt56MB-3vc,"Sorrow, Success, Acoustic, Pop, Rock, Melancholy, Folk, Reggae, Love"
She's Like the Wind,Patrick Swayze,https://www.youtube.com/watch?v=lU9p1WRfA9w,"Love, Success"
Bad Medicine,Bon Jovi,https://www.youtube.com/watch?v=eOUtsybozjg,No specific emotions found.
Kokomo,The Beach Boys,https://www.youtube.com/watch?v=fJWmbLS2_ec,No specific emotions found.
I Don't Wanna Go on with You Like That,Elton John,https://www.youtube.com/watch?v=kaJRvZZBnX8,"Rock, Lust, Pop"
Together Forever,Rick Astley,https://www.youtube.com/watch?v=yPYZpwSpKmA,No specific emotions found.
Monkey,George Michael,https://www.youtube.com/watch?v=CHb2XYeXcJI,"Wonder, Pop, Resistance, Rock, Journey, Courage, House, Folk, Strength, Love, Elation, Believe, Classical, Anger"
Devil Inside,INXS,https://www.youtube.com/watch?v=hv_zJrO_ptk,No specific emotions found.
Should've Known Better,Richard Marx,https://www.youtube.com/watch?v=TpKxH2dDqEM,No specific emotions found.
I Don't Wanna Live Without Your Love,Chicago,https://www.youtube.com/watch?v=kGU_-fnSQI8,"Love, Pop"
The Loco-Motion,Kylie Minogue,https://www.youtube.com/watch?v=POWsFzSFLCE,"Funk, Success, Pop, Rock, Disco, Morning, Harmony, Fun, Unity, Hope, Believe, Country"
What Have I Done to Deserve This?,"Pet Shop Boys,Dusty Springfield,",https://www.youtube.com/watch?v=Wn9E5i7l-Eg,No specific emotions found.
Look Away,Chicago,https://www.youtube.com/watch?v=2uKLTtVqQpE,"Rock, Love"
My Prerogative,Bobby Brown,https://www.youtube.com/watch?v=5cDLZqe735k,"Soul, Melody, Pleasure, Hip-hop, Success, Pop, Comfort, Rock, House, Country, Identity, Reggae, Guilt, Blues, Elation, Love, Urban"
Every Rose Has Its Thorn,Poison,https://www.youtube.com/watch?v=j2r2nDhTzO4,"Acoustic, Rock, House, Love, Inspiration"
Straight Up,Paula Abdul,https://www.youtube.com/watch?v=El1kgCqD7Xk,No specific emotions found.
Miss You Much,Janet Jackson,https://www.youtube.com/watch?v=IVF0zcqr9Dg,"Soul, Celebration, Success, Pop, Hip-hop, Anticipation, Rock, Blues, Love, Inspiration, Longing"
Cold Hearted,Paula Abdul,https://www.youtube.com/watch?v=o7aShcmEksw,No specific emotions found.
Wind Beneath My Wings,Bette Midler,https://www.youtube.com/watch?v=0iAzMRKFX3c,"Zen, Anger, Pop, Success, Fun, Love, Inspiration, Country"
Girl You Know It's True,Milli Vanilli,https://www.youtube.com/watch?v=RdSmokR0Enk,No specific emotions found.
"Baby, I Love Your Way/Freebird Medley",Will to Power,https://www.youtube.com/watch?v=79r_XaUU7yE,"Wonder, Pop, Rock, Love, Dance-pop"
Giving You the Best That I Got,Anita Baker,https://www.youtube.com/watch?v=8lbJgOJIS_8,No specific emotions found.
Right Here Waiting,Richard Marx,https://www.youtube.com/watch?v=S_E2EHVxNAE,"Surprise, Love, House, Pop"
Waiting For a Star to Fall,Boy Meets Girl,https://www.youtube.com/watch?v=RhxF9Qg5mOU,"Success, Pop, House, Hope, Love"
Lost in Your Eyes,Debbie Gibson,https://www.youtube.com/watch?v=8Ms3mJFkSeg,"Comfort, Love, Success, Pop"
Don't Wanna Lose You,Gloria Estefan,https://www.youtube.com/watch?v=J1x1WGtePSE,"Success, Pop, Wonder, Rock, Doubt, Love"
Heaven,Warrant,https://www.youtube.com/watch?v=rrSdXtFJG20,"Pop, Rock, Disco, Happiness, Fun, Faith, Soul, Lust, Duality, Gospel, Zen, Passion, House, Joyful, Elation, Connection, Believe, Love, Forgiveness, Sacrifice, Joy, Pleasure, Enjoyment, Comfort, Contentment, Liberation, Desire"
Girl I'm Gonna Miss You,Milli Vanilli,https://www.youtube.com/watch?v=ZbUENJ5FjBk,"Melody, Dance-pop, Success, Pop"
The Look,Roxette,https://www.youtube.com/watch?v=LlVI7ZNiFlI,"Glam rock, Funk, Success, Pop, Passion, Believe, Rock, Disco, Fun, Persistence, Love, Classical, Country"
She Drives Me Crazy,Fine Young Cannibals,https://www.youtube.com/watch?v=UtvmTu4zAMg,"Funk, Pop, Rock, Surprise, Jazz, Country, Heavy metal, Fun, Melody, Desire"
On Our Own,Bobby Brown,https://www.youtube.com/watch?v=e2sLeruRZio,No specific emotions found.
Two Hearts,Phil Collins,https://www.youtube.com/watch?v=SidxJz94Svs,No specific emotions found.
Blame It on the Rain,Milli Vanilli,https://www.youtube.com/watch?v=BI5IA8assfk,"Love, Dance-pop, Regret, Pop"
Listen to Your Heart,Roxette,https://www.youtube.com/watch?v=yCC_b5WHLX0,No specific emotions found.
I'll Be There for You,Bon Jovi,https://www.youtube.com/watch?v=mh8MIp2FOhc,No specific emotions found.
If You Don't Know Me by Now,Simply Red,https://www.youtube.com/watch?v=zTcu7MCtuTs,"Soul, Success, Pop, Harmony, Love, Country"
Like a Prayer,Madonna,https://www.youtube.com/watch?v=79fzeNUqQbQ,No specific emotions found.
I'll Be Loving You (Forever),New Kids on the Block,https://www.youtube.com/watch?v=ZT_7UjCVELg,Pop
How Can I Fall?,Breathe,https://www.youtube.com/watch?v=PwZ4erdJZRA,"Jazz, Success"
Baby Don't Forget My Number,Milli Vanilli,https://www.youtube.com/watch?v=JhyzGDPwmYU,"Dance-pop, Pop"
Toy Soldiers,Martika,https://www.youtube.com/watch?v=LvdLovAaYzM,No specific emotions found.
Forever Your Girl,Paula Abdul,https://www.youtube.com/watch?v=0pyxKqdtrH8,"Love, Success"
The Living Years,Mike + The Mechanics,https://www.youtube.com/watch?v=5hr64MxYpgk,"Conflict, Crossover, Pop, Rock, Soft rock, Reggae, Unity, Gospel, Regret, Industrial, Classical, Country"
Eternal Flame,The Bangles,https://www.youtube.com/watch?v=PSoOFn3wQV4,No specific emotions found.
Wild Thing,Tone Loc,https://www.youtube.com/watch?v=387ZDGSKVSg,No specific emotions found.
When I See You Smile,Bad English,https://www.youtube.com/watch?v=cu6pclWsxzs,Success
If I Could Turn Back Time,Cher,https://www.youtube.com/watch?v=9n3A_-HRFfc,"Pop, Rock, Surprise, Reverence, Soft rock"
Buffalo Stance,Neneh Cherry,https://www.youtube.com/watch?v=JWsRz3TJDEY,"Tenderness, Pleasure, Melody, Celebration, Hip-hop, Success, Pop, Rock, Anger, Love, Urban"
When I'm with You,Sheriff,https://www.youtube.com/watch?v=JyIGlUoTh9I,No specific emotions found.
Don't Rush Me,Taylor Dayne,https://www.youtube.com/watch?v=1rPOg6VnzV8,Pop
Born to Be My Baby,Bon Jovi,https://www.youtube.com/watch?v=ZBDZ6QU3E5Q,"Rock, Success, Pop, Acoustic"
Good Thing,Fine Young Cannibals,https://www.youtube.com/watch?v=We_9MthGzwk,No specific emotions found.
The Lover in Me,Sheena Easton,https://www.youtube.com/watch?v=EuX1TxzNatY,Love
Bust a Move,Young MC,https://www.youtube.com/watch?v=xy4FXhkm6Nw,No specific emotions found.
"Once Bitten, Twice Shy",Great White,https://www.youtube.com/watch?v=cTBIKNCsOXU,"Rock, Success"
Batdance,Prince,https://www.youtube.com/watch?v=ulOLYnOthIw,"Joy, Trust, Soul, Funk, Pop, Rock, House, Duality, Fun"
Rock On,Michael Damian,https://www.youtube.com/watch?v=K2v-DMpgO7o,Rock
Real Love,Jody Watley,https://www.youtube.com/watch?v=r-FUquLYdxQ,Love
Love Shack,The B-52's,https://www.youtube.com/watch?v=9SOryJvTAGs,"Joy, New wave, Soul, Funk, Celebration, Melody, Pop, Rock, Surprise, Morning, House, Joyful, Doubt, Fun, Upbeat, Love, Inspiration"
Every Little Step,Bobby Brown,https://www.youtube.com/watch?v=P0FKzPfsxA4,"Pop, Elation"
Hangin' Tough,New Kids on the Block,https://www.youtube.com/watch?v=By86PcLufOU,"Soul, Funk, Success, Pop, Rock, Harmony, Soulful, Fun, Urban, Country"
My Heart Can't Tell You No,Rod Stewart,https://www.youtube.com/watch?v=NtNKowPiB2w,"Rock, Regret, Country, Pop"
Hold On,Wilson Phillips,https://www.youtube.com/watch?v=uIbXvaE39wM,No specific emotions found.
It Must Have Been Love,Roxette,https://www.youtube.com/watch?v=k2C5TjS2sh4,"Joy, Success, Pop, Passion, House, Fun, Love, Country"
Nothing Compares 2 U,Sinéad O'Connor,https://www.youtube.com/watch?v=0-EF60neguk,"Soul, Funk, Melody, Sadness, Loneliness, Passion, Pop, Hip-hop, Rock, House, Doubt, Fun, Elation, Love, Anger, Longing"
Poison,Bell Biv DeVoe,https://www.youtube.com/watch?v=l80yV7QwCWw,"House, Fun, Growth, Industrial, Elation, Isolation, Resilience, Anger"
Vogue,Madonna,https://www.youtube.com/watch?v=GuJQSAiODqI,No specific emotions found.
Vision of Love,Mariah Carey,https://www.youtube.com/watch?v=tov22NtCMC4,"Soul, Melody, Believe, Pop, Success, Hip-hop, Morning, Folk, Fun, Gospel, Strength, Faith, Confidence, Elation, Love, Adventure"
Another Day in Paradise,Phil Collins,https://www.youtube.com/watch?v=Qt2mbGP6vFI,"Escape, Success, Pop, Love, Dance-pop, Urban"
Hold On,En Vogue,https://www.youtube.com/watch?v=uIbXvaE39wM,No specific emotions found.
Cradle of Love,Billy Idol,https://www.youtube.com/watch?v=NCZuYS-9qaw,Love
Blaze of Glory,Jon Bon Jovi,https://www.youtube.com/watch?v=MfmYCM4CS8o,No specific emotions found.
Do Me!,Bell Biv DeVoe,https://www.youtube.com/watch?v=ZieygZyvw4A,"Love, Obsession"
How Am I Supposed to Live Without You,Michael Bolton,https://www.youtube.com/watch?v=YFood_bTOX4,"Soul, Success, Pop, Rock, Surprise, Guilt, Elation, Love"
Pump Up the Jam,Technotronic,https://www.youtube.com/watch?v=9EcjWd-O4jI,"Hip-hop, Success, Pop, Anger, Disco, Morning, House, Wonder, Deep house, Melody, Urban"
Opposites Attract,Paula Abdul,https://www.youtube.com/watch?v=xweiQukBM_k,"Melody, Love, Awe, Success"
Escapade,Janet Jackson,https://www.youtube.com/watch?v=UFX3gQHIroU,No specific emotions found.
All I Wanna Do Is Make Love to You,Heart,https://www.youtube.com/watch?v=OAfxs0IDeMs,"Success, Pop, Rock, Surprise, Morning, Love, Desire"
Close to You,Maxi Priest,https://www.youtube.com/watch?v=fSR3YgUcyU4,No specific emotions found.
Black Velvet,Alannah Myles,https://www.youtube.com/watch?v=tkXNEmtf9tk,No specific emotions found.
Release Me,Wilson Phillips,https://www.youtube.com/watch?v=gcNyk54b3ZU,No specific emotions found.
Don't Know Much,"Linda Ronstadt,Aaron Neville,",https://www.youtube.com/watch?v=RvTvSSztu50,"Soul, Success, Pop, Love, Inspiration"
All Around the World,Lisa Stansfield,https://www.youtube.com/watch?v=JVuuatjHGnY,No specific emotions found.
I Wanna Be Rich,Calloway,https://www.youtube.com/watch?v=Ztk9t_m1FpY,Soul
Rub You the Right Way,Johnny Gill,https://www.youtube.com/watch?v=VUvtlmlBbDg,No specific emotions found.
She Ain't Worth It,"Glenn Medeiros,Bobby Brown,",https://www.youtube.com/watch?v=XKD7HNTF2io,"Love, Pop"
If Wishes Came True,Sweet Sensation,https://www.youtube.com/watch?v=wHqqraFrrd0,Love
The Power,Snap!,https://www.youtube.com/watch?v=nm6DO_7px1I,No specific emotions found.
(Can't Live Without Your) Love and Affection,Nelson,https://www.youtube.com/watch?v=x1W6-ErrHls,"Rock, Love"
Love Will Lead You Back,Taylor Dayne,https://www.youtube.com/watch?v=MO6xhLtfwW0,"Love, Success, Pop"
Don't Wanna Fall in Love,Jane Child,https://www.youtube.com/watch?v=zWd__w5UWVc,"Pleasure, Love, Success"
Two to Make It Right,Seduction,https://www.youtube.com/watch?v=vd2z1Rz0-3k,"Rock, Love"
Sending All My Love,Linear,https://www.youtube.com/watch?v=WE-5KBuDG4k,"Love, Pop"
Unskinny Bop,Poison,https://www.youtube.com/watch?v=Xk5y4wvsLyY,Rock
Step by Step,New Kids on the Block,https://www.youtube.com/watch?v=ay6GjmiJTPM,No specific emotions found.
Dangerous,Roxette,https://www.youtube.com/watch?v=VFNRh26TPmM,Anger
We Didn't Start the Fire,Billy Joel,https://www.youtube.com/watch?v=XEsEsaVIzTg,"Success, Pop, Rock, House, Growth, Urban, Melody, Country"
I Don't Have the Heart,James Ingram,https://www.youtube.com/watch?v=x65ZPd11gxY,"Soul, Success, Pop, Strength, Love"
Downtown Train,Rod Stewart,https://www.youtube.com/watch?v=7vPrtOFKPWY,"Rock, Pop"
Rhythm Nation,Janet Jackson,https://www.youtube.com/watch?v=X4xwGx1-JeA,"Pop, Freedom, Rock, Fun, Optimism, Upbeat, Compassion, Melody, Classical, Funk, Identity, Empowerment, Ambient, K-pop, Celebration, Zen, Wonder, Courage, Passion, Vulnerability, House, Doubt, Strength, Fear, Love, Inspiration, Pleasure, Legacy, Harmony, Jazz, Unity, Industrial, Apathy, Transcendence, Dance-pop, Desire"
I'll Be Your Everything,Tommy Page,https://www.youtube.com/watch?v=rTki_oqDLqk,No specific emotions found.
Roam,The B-52's,https://www.youtube.com/watch?v=iNwC0sp-uA4,"New wave, Success, Pop, Loyalty"
Everything,Jody Watley,https://www.youtube.com/watch?v=zijBZiswYN8,"Experimental, Pop, Disco, Fun, Believe"
Back to Life (However Do You Want Me),"Soul II Soul,Caron Wheeler,",https://www.youtube.com/watch?v=TB54dZkzZOY,"Soul, Success, Pop, Wonder, Hip-hop, Rock, Jazz, House, Reggae, Love, Urban"
Here and Now,Luther Vandross,https://www.youtube.com/watch?v=0u_u4nlYmNs,No specific emotions found.
Alright,Janet Jackson,https://www.youtube.com/watch?v=hH715qFTlAc,No specific emotions found.
Ice Ice Baby,Vanilla Ice,https://www.youtube.com/watch?v=rog8ou-ZepE,"Funk, Success, Hip-hop, Pop, Rock, House, Awe, Fun"
Blame It on the Rain,Milli Vanilli,https://www.youtube.com/watch?v=BI5IA8assfk,"Love, Dance-pop, Regret, Pop"
Have You Seen Her,MC Hammer,https://www.youtube.com/watch?v=y7iPg7cUcFs,"Relief, Soul, Success, Dismay, Hope"
With Every Beat of My Heart,Taylor Dayne,https://www.youtube.com/watch?v=LLqavsL003Q,"Soul, Success, Pop, Blues, Dance-pop"
Come Back to Me,Janet Jackson,https://www.youtube.com/watch?v=-5ecZWwO_hQ,No specific emotions found.
No More Lies,Michel'le,https://www.youtube.com/watch?v=MXxSncElwqI,No specific emotions found.
(Everything I Do) I Do It for You,Bryan Adams,https://www.youtube.com/watch?v=Y0pdQU87dc8,"Success, Pop, Acoustic, Rock, Faith, Love"
I Wanna Sex You Up,Color Me Badd,https://www.youtube.com/watch?v=Oxu3pq319r0,"Joy, Soul, Success, Pop, Hip-hop, Rock, Wonder"
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,https://www.youtube.com/watch?v=LaTGrV58wec,"Joy, Success, Pop, Freedom, Hip-hop, Disco, Rock, House, Excitement, Urban"
Rush Rush,Paula Abdul,https://www.youtube.com/watch?v=yqyIaNWP0T0,No specific emotions found.
One More Try,Timmy T,https://www.youtube.com/watch?v=Q06Lg5DvMFE,No specific emotions found.
Unbelievable,EMF,https://www.youtube.com/watch?v=sfCLt0kTd5E,No specific emotions found.
More Than Words,Extreme,https://www.youtube.com/watch?v=UrIiLvg58SY,"Funk, Acoustic, Freedom, Rock, Harmony, Jazz, Folk, Fun, Love"
I Like the Way (The Kissing Game),Hi-Five,https://www.youtube.com/watch?v=vF3MB0U6DO8,"Hip-hop, Pop"
The First Time,Surface,https://www.youtube.com/watch?v=_Sz2HOAb54w,No specific emotions found.
Baby Baby,Amy Grant,https://www.youtube.com/watch?v=vMXuuYnoRdI,No specific emotions found.
Motownphilly,Boyz II Men,https://www.youtube.com/watch?v=Rciee-oQLoI,"Soul, Success, Harmony, House, Elation, Love"
Because I Love You (The Postman Song),Stevie B,https://www.youtube.com/watch?v=Xc1uQI2XmZs,"Soul, Rock, Love"
Someday,Mariah Carey,https://www.youtube.com/watch?v=4RWfSUWVP2I,No specific emotions found.
High Enough,Damn Yankees,https://www.youtube.com/watch?v=l_uh8XjgLTE,"Escape, Success, Pop, Rock, House, Love"
From a Distance,Bette Midler,https://www.youtube.com/watch?v=lN4AcFzxtdE,"Melody, Believe, Success, Awe, Folk, Hope, Gospel, Elation, Love, Inspiration"
All the Man That I Need,Whitney Houston,https://www.youtube.com/watch?v=xmIp8j2cjDQ,"Joy, Soul, Melody, Celebration, Success, Hip-hop, Pop, Rock, Jazz, House, Happiness, Folk, Gospel, Love, Country"
"Right Here, Right Now",Jesus Jones,https://www.youtube.com/watch?v=MznHdJReoeo,No specific emotions found.
I Adore Mi Amor,Color Me Badd,https://www.youtube.com/watch?v=92NdfSeOLA0,Pop
Love Will Never Do (Without You),Janet Jackson,https://www.youtube.com/watch?v=uRVabbvUzpo,"Suspense, Funk, Hip-hop, Success, Believe, Rock, Fun, Strength, Confidence, Elation, Love, Desire"
Good Vibrations,"Marky Mark and the Funky Bunch,Loleatta Holloway,",https://www.youtube.com/watch?v=_kctwd4w7R0,"Success, Pop, Psychedelic rock, Rock, Fun, Faith, Melody, Classical, Soul, Funk, Ambition, Tranquility, Celebration, Frustration, Zen, Wonder, Courage, Strength, Fear, Blues, Believe, Love, Sadness, Experimental, Legacy, Resistance, Complexity, Harmony, Jazz, Melancholy, Fascination, Anger"
Justify My Love,Madonna,https://www.youtube.com/watch?v=Np_Y740aReI,"Success, Pop, Hip-hop, Freedom, Disco, Rock, Fun, Hope, Melody, Mourning, Soul, Funk, Ambition, Identity, Devotion, Celebration, Zen, Wonder, Courage, Passion, Vulnerability, House, Doubt, Fear, Elation, Connection, Believe, Love, Country, Sacrifice, Experimental, Trip-hop, Pleasure, Industrial, Liberation, Anger"
Emotions,Mariah Carey,https://www.youtube.com/watch?v=NrJEFrth27Q,"Embarrassment, Anxiety, Anger, Pride, Amusement, Pop, Disco, Success, Happiness, Fun, Disappointment, Shame, Excitement, Jealousy, Compassion, Classical, Urban, Soul, Anticipation, Surprise, Lust, Panic, Awe, Confusion, Adoration, Confidence, Intensity, Admiration, Relief, Trust, Nostalgia, Wonder, Courage, Passion, Fear, Strength, Elation, Sadness, Love, Believe, Joy, Pleasure, Conflict, Grief, Resistance, Curiosity, Contentment, Fury, Reflection, Unity, Satisfaction, Desire"
Joyride,Roxette,https://www.youtube.com/watch?v=xCorJG9mubk,Joy
Romantic,Karyn White,https://www.youtube.com/watch?v=Mu-ty0dC9k4,No specific emotions found.
Hold You Tight,Tara Kemp,https://www.youtube.com/watch?v=BeZ3QV_IJXc,No specific emotions found.
